match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,0.1,Glamorgan,Middlesex,KS Carlson,WT Smale,NB Cornwell,1,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,0.2,Glamorgan,Middlesex,WT Smale,KS Carlson,NB Cornwell,0,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,0.3,Glamorgan,Middlesex,WT Smale,KS Carlson,NB Cornwell,0,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,0.4,Glamorgan,Middlesex,WT Smale,KS Carlson,NB Cornwell,1,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,0.5,Glamorgan,Middlesex,KS Carlson,WT Smale,NB Cornwell,4,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,0.6,Glamorgan,Middlesex,KS Carlson,WT Smale,NB Cornwell,0,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,1.1,Glamorgan,Middlesex,WT Smale,KS Carlson,TG Helm,0,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,1.2,Glamorgan,Middlesex,WT Smale,KS Carlson,TG Helm,4,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,1.3,Glamorgan,Middlesex,WT Smale,KS Carlson,TG Helm,0,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,1.4,Glamorgan,Middlesex,WT Smale,KS Carlson,TG Helm,0,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,1.5,Glamorgan,Middlesex,WT Smale,KS Carlson,TG Helm,1,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,1.6,Glamorgan,Middlesex,KS Carlson,WT Smale,TG Helm,0,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,2.1,Glamorgan,Middlesex,WT Smale,KS Carlson,BC Cullen,6,0,,,,,,,,,
1410466,2024,2024-07-12,"Sophia Gardens, Cardiff",1,2.2,Glamorgan,Middlesex,WT Smale,KS Carlson,BC Cullen,0,0,,,,,,caught,WT Smale,,
