match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,0.1,Nottinghamshire,Lancashire,BJR Martindale,JM Clarke,L Wood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,0.2,Nottinghamshire,Lancashire,BJR Martindale,JM Clarke,L Wood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,0.3,Nottinghamshire,Lancashire,BJR Martindale,JM Clarke,L Wood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,0.4,Nottinghamshire,Lancashire,BJR Martindale,JM Clarke,L Wood,1,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,0.5,Nottinghamshire,Lancashire,JM Clarke,BJR Martindale,L Wood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,0.6,Nottinghamshire,Lancashire,JM Clarke,BJR Martindale,L Wood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,1.1,Nottinghamshire,Lancashire,BJR Martindale,JM Clarke,S Mahmood,1,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,1.2,Nottinghamshire,Lancashire,JM Clarke,BJR Martindale,S Mahmood,0,0,,,,,,caught,JM Clarke,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,1.3,Nottinghamshire,Lancashire,JA Haynes,BJR Martindale,S Mahmood,2,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,1.4,Nottinghamshire,Lancashire,JA Haynes,BJR Martindale,S Mahmood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,1.5,Nottinghamshire,Lancashire,JA Haynes,BJR Martindale,S Mahmood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,1.6,Nottinghamshire,Lancashire,JA Haynes,BJR Martindale,S Mahmood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,2.1,Nottinghamshire,Lancashire,BJR Martindale,JA Haynes,L Wood,2,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,2.2,Nottinghamshire,Lancashire,BJR Martindale,JA Haynes,L Wood,0,2,,2,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,2.3,Nottinghamshire,Lancashire,BJR Martindale,JA Haynes,L Wood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,2.4,Nottinghamshire,Lancashire,BJR Martindale,JA Haynes,L Wood,4,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,2.5,Nottinghamshire,Lancashire,BJR Martindale,JA Haynes,L Wood,1,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,2.6,Nottinghamshire,Lancashire,JA Haynes,BJR Martindale,L Wood,0,0,,,,,,caught,JA Haynes,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,2.7,Nottinghamshire,Lancashire,M Montgomery,BJR Martindale,L Wood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,3.1,Nottinghamshire,Lancashire,BJR Martindale,M Montgomery,CJ Green,1,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,3.2,Nottinghamshire,Lancashire,M Montgomery,BJR Martindale,CJ Green,1,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,3.3,Nottinghamshire,Lancashire,BJR Martindale,M Montgomery,CJ Green,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,3.4,Nottinghamshire,Lancashire,BJR Martindale,M Montgomery,CJ Green,2,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,3.5,Nottinghamshire,Lancashire,BJR Martindale,M Montgomery,CJ Green,0,0,,,,,,bowled,BJR Martindale,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,3.6,Nottinghamshire,Lancashire,LW James,M Montgomery,CJ Green,1,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,4.1,Nottinghamshire,Lancashire,LW James,M Montgomery,S Mahmood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,4.2,Nottinghamshire,Lancashire,LW James,M Montgomery,S Mahmood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,4.3,Nottinghamshire,Lancashire,LW James,M Montgomery,S Mahmood,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,4.4,Nottinghamshire,Lancashire,LW James,M Montgomery,S Mahmood,4,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,4.5,Nottinghamshire,Lancashire,LW James,M Montgomery,S Mahmood,4,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,4.6,Nottinghamshire,Lancashire,LW James,M Montgomery,S Mahmood,1,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,5.1,Nottinghamshire,Lancashire,LW James,M Montgomery,TW Hartley,1,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,5.2,Nottinghamshire,Lancashire,M Montgomery,LW James,TW Hartley,0,0,,,,,,caught,M Montgomery,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,5.3,Nottinghamshire,Lancashire,TJ Moores,LW James,TW Hartley,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,5.4,Nottinghamshire,Lancashire,TJ Moores,LW James,TW Hartley,2,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,5.5,Nottinghamshire,Lancashire,TJ Moores,LW James,TW Hartley,0,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,5.6,Nottinghamshire,Lancashire,TJ Moores,LW James,TW Hartley,1,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,6.1,Nottinghamshire,Lancashire,TJ Moores,LW James,LS Livingstone,2,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,6.2,Nottinghamshire,Lancashire,TJ Moores,LW James,LS Livingstone,1,0,,,,,,,,,
1410482,2024,2024-07-17,"Old Trafford, Manchester",1,6.3,Nottinghamshire,Lancashire,LW James,TJ Moores,LS Livingstone,1,0,,,,,,,,,
